carbon_pct,silicon_pct,manganese_pct,phosphorus_pct,magnesium_added_pct,treatment_time_min,rpm,mold_diameter_m,pour_temp_c,mold_preheat_c,wall_thickness_mm,mold_type,mold_enc,carbon_equivalent,liquidus_temp_c,superheat_c,G_factor,Mg_effective_pct,nodularity_index,solidification_time_s,cooling_rate_cs,quality_score,reject
3.711,2.41,0.477,0.0406,0.0453,3.6,827,0.093,1538.6,244.6,45.4,Permanent,0,4.5274,1426.8,111.8,70.87,0.04219,0.534,206.39,6.27,100.0,0
3.619,2.596,0.329,0.0323,0.0656,4.2,800,0.152,1513.3,250.7,24.6,Permanent,0,4.4948,1427.9,85.4,108.28,0.06033,0.741,60.53,20.86,100.0,0
3.742,1.968,0.374,0.0403,0.0403,7.7,701,0.098,1558.7,224.8,25.7,Permanent,0,4.4115,1429.5,129.2,53.88,0.03459,0.527,66.17,20.16,97.56,0
3.316,2.435,0.405,0.0381,0.0396,7.4,757,0.123,1501.7,275.3,19.3,Permanent,0,4.1401,1437.7,64.0,78.47,0.0341,0.456,37.41,32.79,100.0,0
3.445,2.34,0.331,0.0206,0.0615,5.7,557,0.171,1554.8,201.3,19.2,Sand,1,4.2321,1434.8,120.0,59.11,0.05484,0.671,55.27,24.49,100.0,0
3.302,2.201,0.324,0.031,0.0575,7.0,758,0.178,1516.6,272.6,30.1,Permanent,0,4.0459,1439.9,76.6,114.26,0.04997,0.582,90.38,13.76,96.18,0
3.545,2.653,0.262,0.0234,0.0455,4.5,820,0.161,1501.7,196.0,27.9,Permanent,0,4.4369,1429.5,72.2,121.06,0.04163,0.59,78.12,16.71,98.81,0
3.238,2.518,0.398,0.0855,0.0341,13.1,1373,0.229,1493.7,147.6,61.6,Permanent,0,4.1053,1439.2,54.5,482.7,0.02624,0.284,379.92,3.54,10.62,1
3.61,1.996,0.548,0.0449,0.0531,3.4,847,0.175,1517.2,213.5,30.6,Sand,1,4.2899,1433.0,84.2,140.53,0.04963,0.617,140.55,9.28,89.5,0
3.613,1.955,0.532,0.0121,0.0515,7.1,723,0.108,1519.6,249.4,13.9,Permanent,0,4.2686,1433.2,86.4,63.18,0.04469,0.586,19.44,40.0,100.0,0
3.492,2.229,0.433,0.0359,0.0396,6.2,666,0.107,1507.1,180.6,22.3,Permanent,0,4.247,1434.4,72.7,52.78,0.03501,0.465,49.61,26.74,99.27,0
3.557,2.905,0.657,0.0889,0.0466,15.9,226,0.187,1609.5,76.1,52.2,Permanent,0,4.5545,1427.2,182.3,10.69,0.03389,0.408,272.24,5.63,67.83,0
3.131,3.013,0.365,0.0707,0.0356,17.9,1286,0.152,1520.7,140.5,81.9,Permanent,0,4.1586,1438.2,82.5,280.79,0.02494,0.305,670.53,2.06,60.01,1
3.762,2.518,0.484,0.0199,0.0704,6.2,526,0.165,1554.2,266.9,28.1,Sand,1,4.6084,1424.5,129.7,50.9,0.06213,0.68,118.3,10.88,100.0,0
3.813,1.859,0.556,0.0433,0.0563,16.6,1575,0.222,1444.5,96.5,38.3,Permanent,0,4.4474,1428.4,16.2,615.64,0.04041,0.48,147.04,9.17,0.0,1
3.486,2.549,0.422,0.0364,0.0593,7.1,889,0.121,1540.9,184.4,55.4,Die,2,4.3477,1432.0,108.9,106.72,0.0515,0.619,245.93,5.52,100.0,0
3.315,2.26,0.533,0.0433,0.0452,3.6,809,0.112,1540.7,236.9,47.1,Permanent,0,4.083,1439.1,101.6,81.69,0.04208,0.599,222.18,5.87,100.0,0
3.67,3.113,0.434,0.0367,0.0559,17.3,1209,0.184,1561.4,79.1,42.1,Permanent,0,4.7204,1422.3,139.0,300.82,0.0395,0.405,176.86,8.38,49.16,1
3.783,2.229,0.509,0.0447,0.0659,3.6,572,0.156,1537.8,170.5,51.8,Die,2,4.5412,1426.2,111.6,57.23,0.06132,0.807,214.35,6.38,100.0,0
3.663,2.108,0.262,0.0495,0.0556,7.7,540,0.142,1550.0,228.9,20.4,Sand,1,4.3821,1430.6,119.4,46.47,0.04763,0.634,62.49,21.14,100.0,0
3.526,2.516,0.369,0.0196,0.0443,5.0,894,0.165,1538.5,272.9,17.3,Die,2,4.3712,1431.1,107.4,147.54,0.04015,0.644,23.9,40.0,94.48,0
3.478,1.457,0.228,0.0777,0.0394,11.0,1510,0.091,1449.2,85.3,34.6,Permanent,0,3.9892,1441.0,8.2,231.3,0.03162,0.42,119.59,11.41,42.98,1
3.16,2.513,0.755,0.0455,0.0404,11.5,571,0.249,1459.9,158.1,23.7,Permanent,0,4.0125,1441.4,18.4,90.63,0.03208,0.416,55.96,23.26,82.89,0
3.536,2.377,0.466,0.0154,0.0679,3.7,886,0.152,1518.7,223.6,27.8,Permanent,0,4.3337,1432.0,86.7,133.4,0.06312,0.783,77.24,16.77,94.66,0
3.366,2.052,0.315,0.0102,0.0679,2.0,733,0.09,1537.0,186.7,37.6,Die,2,4.053,1439.3,97.6,53.85,0.0652,0.813,112.84,11.97,100.0,0
3.744,2.428,0.343,0.0268,0.0395,2.3,584,0.13,1535.2,292.5,21.9,Permanent,0,4.562,1425.8,109.4,49.77,0.03771,0.527,48.09,25.84,100.0,0
3.443,2.081,0.303,0.0265,0.0486,3.7,651,0.121,1502.7,169.4,23.4,Die,2,4.1452,1437.0,65.7,57.21,0.04506,0.538,43.99,30.31,100.0,0
3.401,2.457,0.326,0.039,0.0407,4.2,719,0.158,1508.2,271.1,18.8,Permanent,0,4.2328,1435.1,73.1,91.35,0.03745,0.511,35.23,35.12,100.0,0
3.352,2.353,0.516,0.0375,0.0553,5.2,751,0.106,1550.5,218.6,26.1,Die,2,4.1488,1437.3,113.1,67.06,0.0498,0.669,54.69,24.36,99.28,0
3.397,1.906,0.465,0.0186,0.0697,3.0,663,0.088,1524.3,193.4,26.3,Permanent,0,4.0387,1439.6,84.7,43.03,0.0657,0.788,69.12,19.26,100.0,0
3.308,1.837,0.516,0.0482,0.0287,17.7,1454,0.179,1579.1,76.8,67.7,Permanent,0,3.937,1442.7,136.5,423.47,0.02016,0.168,457.9,3.28,10.64,1
4.175,1.473,0.547,0.0509,0.0325,14.5,600,0.148,1528.4,50.2,67.6,Permanent,0,4.6828,1421.3,107.0,59.5,0.02428,0.339,456.36,3.24,81.3,0
3.643,2.589,0.374,0.026,0.0617,6.6,543,0.159,1557.0,277.3,54.3,Permanent,0,4.5145,1427.3,129.7,52.46,0.05406,0.624,295.07,4.34,100.0,0
3.559,2.13,0.25,0.0191,0.0687,5.6,851,0.121,1511.9,286.9,26.1,Permanent,0,4.2756,1433.3,78.6,98.19,0.06144,0.632,68.25,17.95,100.0,0
3.209,2.363,0.337,0.08,0.0292,6.5,331,0.216,1491.5,147.2,87.8,Die,2,4.023,1441.3,50.2,26.44,0.02566,0.374,616.23,2.18,82.03,0
3.729,1.775,0.444,0.0265,0.0594,17.9,525,0.204,1507.7,82.7,34.4,Permanent,0,4.3292,1431.4,76.3,62.83,0.04154,0.357,118.04,12.07,91.01,0
3.485,2.458,0.297,0.0248,0.0517,6.6,839,0.173,1548.4,212.3,35.4,Permanent,0,4.3129,1432.7,115.7,136.42,0.04529,0.547,125.51,10.65,95.16,0
3.424,2.301,0.278,0.0107,0.0581,4.6,880,0.084,1530.5,271.7,26.9,Sand,1,4.1949,1435.7,94.8,72.35,0.05298,0.665,108.36,11.62,98.78,0
3.062,1.833,0.721,0.0476,0.0531,12.8,212,0.056,1471.1,89.4,59.1,Permanent,0,3.6888,1449.6,21.5,2.82,0.04117,0.464,349.03,3.96,62.28,0
3.562,2.594,0.543,0.0478,0.0393,2.6,782,0.171,1530.7,160.6,49.7,Permanent,0,4.4424,1429.5,101.2,117.0,0.0373,0.586,246.8,5.55,100.0,0
3.58,2.344,0.512,0.0386,0.0721,2.6,855,0.082,1551.8,206.0,10.7,Permanent,0,4.3742,1431.0,120.8,67.22,0.0684,0.818,11.35,40.0,97.11,0
3.32,1.481,0.435,0.0827,0.0562,11.8,271,0.219,1450.0,90.2,16.5,Die,2,3.8411,1445.2,4.8,17.96,0.04441,0.532,21.79,40.0,59.07,1
3.919,1.732,0.334,0.0486,0.0315,16.7,1147,0.211,1441.1,126.0,48.8,Sand,1,4.5126,1426.4,14.7,309.66,0.02254,0.289,357.16,3.68,33.36,1
3.44,2.163,0.461,0.0151,0.0595,4.6,886,0.11,1503.9,258.5,59.3,Permanent,0,4.1659,1436.4,67.5,96.71,0.05433,0.702,351.6,3.54,100.0,0
3.359,2.359,0.394,0.0226,0.0739,3.5,788,0.089,1525.1,279.8,27.4,Permanent,0,4.1527,1437.1,88.0,61.65,0.0689,0.855,74.87,16.63,100.0,0
3.577,2.564,0.442,0.0318,0.0454,2.9,827,0.114,1517.4,155.4,15.9,Sand,1,4.4425,1429.3,88.1,86.83,0.04286,0.557,38.05,35.79,97.36,0
3.685,2.238,0.327,0.0354,0.0528,4.3,526,0.134,1532.5,219.2,53.6,Permanent,0,4.4429,1428.9,103.6,41.34,0.04848,0.557,287.36,4.57,100.0,0
3.455,2.225,0.444,0.0312,0.0449,3.9,632,0.104,1512.6,292.2,16.2,Permanent,0,4.2077,1435.4,77.2,46.48,0.04152,0.549,26.3,40.0,97.31,0
3.469,2.181,0.299,0.0247,0.0553,5.8,759,0.089,1559.8,285.1,55.9,Sand,1,4.204,1435.4,124.4,57.53,0.04919,0.635,469.22,2.72,100.0,0
3.6,2.2,0.351,0.0268,0.0444,5.1,529,0.138,1558.8,158.5,27.4,Die,2,4.3427,1431.6,127.2,43.17,0.04003,0.598,60.06,23.32,100.0,0
3.681,2.068,0.43,0.0199,0.0489,3.4,792,0.165,1531.5,252.3,27.5,Die,2,4.3772,1430.4,101.2,115.83,0.0457,0.587,60.47,21.16,98.19,0
3.307,2.087,0.503,0.014,0.044,4.3,867,0.147,1530.1,151.5,51.3,Die,2,4.0075,1440.7,89.4,123.45,0.04032,0.588,210.71,6.54,95.42,0
3.727,2.303,0.528,0.0242,0.0525,3.0,743,0.161,1513.7,201.3,14.1,Permanent,0,4.5031,1427.2,86.5,99.44,0.04942,0.704,19.81,40.0,100.0,0
3.496,2.586,0.447,0.0203,0.0448,5.8,760,0.089,1548.0,296.9,19.2,Sand,1,4.365,1431.4,116.6,57.49,0.03989,0.53,55.25,22.64,100.0,0
3.702,1.973,0.272,0.032,0.0585,5.2,538,0.083,1529.7,261.4,18.6,Die,2,4.3704,1430.6,99.1,26.79,0.05275,0.638,27.56,40.0,100.0,0
3.305,2.305,0.507,0.0307,0.0426,3.8,732,0.087,1541.2,295.1,37.9,Sand,1,4.0836,1439.0,102.2,52.32,0.03943,0.603,215.41,5.78,95.1,0
3.919,1.431,0.202,0.0777,0.0261,14.1,1545,0.08,1527.7,51.2,61.5,Permanent,0,4.4217,1428.8,98.9,213.04,0.0197,0.23,378.62,3.9,56.34,1
3.797,2.035,0.517,0.0443,0.0599,6.5,624,0.152,1548.6,175.5,25.9,Die,2,4.4896,1427.4,121.2,66.32,0.05257,0.606,53.74,25.55,100.0,0
3.068,2.287,0.8,0.034,0.0394,7.3,565,0.11,1446.4,58.0,38.7,Die,2,3.8412,1445.8,0.6,39.2,0.03401,0.465,119.81,11.59,60.79,1
3.698,1.913,0.373,0.0145,0.0631,5.8,875,0.102,1536.8,209.4,44.9,Sand,1,4.3402,1431.2,105.6,87.44,0.05622,0.67,301.97,4.4,100.0,0
3.356,1.927,0.281,0.0284,0.055,16.5,1583,0.187,1462.9,111.4,54.9,Permanent,0,4.0083,1440.6,22.3,523.11,0.03954,0.368,301.3,4.49,0.0,1
3.271,3.023,0.68,0.034,0.048,12.4,1390,0.056,1591.3,106.2,15.6,Permanent,0,4.2896,1434.2,157.0,121.6,0.03745,0.312,24.18,40.0,79.62,0
3.499,1.936,0.382,0.0345,0.0673,4.7,843,0.176,1525.0,268.4,12.0,Die,2,4.1556,1436.5,88.4,140.01,0.06117,0.738,11.6,40.0,90.72,0
3.028,1.676,0.585,0.0362,0.0554,5.5,1378,0.151,1456.1,88.4,84.8,Sand,1,3.5991,1451.8,4.3,319.39,0.0496,0.689,1077.61,1.27,22.51,1
3.368,2.512,0.284,0.0444,0.0553,7.2,670,0.154,1511.6,249.9,50.4,Permanent,0,4.2204,1435.6,76.0,77.31,0.04789,0.582,253.6,4.98,100.0,0
3.469,1.712,0.678,0.0698,0.0404,14.8,1192,0.079,1450.2,86.8,32.5,Sand,1,4.0633,1439.2,11.0,125.45,0.03004,0.293,158.71,8.59,63.25,0
3.731,2.031,0.357,0.024,0.0426,4.0,688,0.144,1549.6,168.4,51.1,Sand,1,4.4158,1429.3,120.4,76.49,0.03931,0.598,391.56,3.53,100.0,0
3.666,2.067,0.298,0.0499,0.0457,4.6,888,0.166,1538.0,259.3,28.3,Permanent,0,4.3718,1430.8,107.2,146.1,0.04168,0.564,80.19,15.95,93.53,0
3.611,1.967,0.444,0.0391,0.0442,5.2,678,0.15,1543.5,247.2,22.6,Permanent,0,4.2797,1433.2,110.4,76.99,0.03981,0.527,50.87,25.48,100.0,0
3.189,1.473,0.553,0.0426,0.0244,16.3,363,0.168,1593.1,71.5,15.1,Sand,1,3.6942,1448.9,144.2,24.78,0.01758,0.249,34.25,40.0,59.8,1
3.653,2.35,0.531,0.0158,0.0511,6.3,887,0.132,1522.5,286.9,35.4,Sand,1,4.4418,1428.9,93.6,116.39,0.04507,0.562,188.47,6.56,99.2,0
3.304,2.581,0.294,0.023,0.0721,7.2,606,0.092,1500.2,152.8,19.1,Sand,1,4.172,1436.8,63.4,37.76,0.06245,0.716,54.49,24.73,100.0,0
3.702,1.461,0.579,0.0976,0.0266,13.3,1585,0.239,1548.5,113.0,36.5,Permanent,0,4.2214,1434.7,113.8,671.97,0.02036,0.321,133.37,10.76,0.0,1
4.114,1.9,0.152,0.0389,0.0274,7.3,441,0.097,1600.4,147.6,85.5,Sand,1,4.7601,1419.6,180.8,21.02,0.0237,0.4,1095.8,1.33,67.63,0
4.073,2.512,0.648,0.0303,0.0597,9.6,1550,0.147,1552.5,120.3,34.9,Sand,1,4.9207,1415.9,136.7,395.72,0.04924,0.548,182.66,7.84,26.82,1
3.959,2.669,0.187,0.0831,0.0227,5.3,1264,0.243,1569.9,118.0,38.3,Permanent,0,4.8763,1417.8,152.1,434.22,0.02041,0.418,146.62,9.9,7.81,1
3.445,2.087,0.391,0.044,0.0618,4.4,756,0.095,1535.7,162.5,11.3,Die,2,4.1548,1436.9,98.8,60.64,0.05655,0.607,10.26,40.0,100.0,0
4.118,1.759,0.53,0.044,0.0372,7.7,434,0.242,1469.0,106.0,61.2,Permanent,0,4.7193,1420.6,48.4,51.06,0.03192,0.486,374.89,3.64,90.84,0
3.546,2.505,0.288,0.0451,0.0739,7.1,535,0.144,1539.8,208.4,49.0,Sand,1,4.3957,1430.7,109.1,46.12,0.06415,0.691,359.75,3.7,100.0,0
3.815,2.854,0.397,0.0872,0.0315,10.5,1341,0.151,1518.4,123.2,38.5,Sand,1,4.7956,1420.3,98.1,303.09,0.02552,0.366,222.77,6.26,43.98,1
3.565,2.46,0.673,0.0836,0.0401,13.9,1242,0.151,1448.7,82.5,41.5,Sand,1,4.4125,1430.5,18.2,260.15,0.03038,0.351,257.72,5.3,42.73,1
3.51,1.808,0.238,0.0431,0.0564,7.8,592,0.082,1528.2,135.5,58.0,Permanent,0,4.127,1437.3,90.9,32.07,0.04825,0.597,336.41,4.14,98.14,0
3.322,2.052,0.323,0.0224,0.0629,2.2,774,0.084,1551.3,280.0,54.9,Permanent,0,4.0139,1440.6,110.8,56.41,0.06016,0.776,301.65,4.21,99.05,0
3.648,2.515,0.512,0.0351,0.0457,2.6,631,0.085,1518.0,243.4,57.7,Permanent,0,4.4976,1427.7,90.3,38.04,0.04335,0.588,332.37,3.83,100.0,0
3.527,2.452,0.277,0.0259,0.0712,2.6,504,0.122,1556.0,209.0,25.1,Permanent,0,4.3529,1431.6,124.3,34.65,0.06767,0.795,63.0,21.38,100.0,0
3.456,1.963,0.441,0.0473,0.0608,2.1,691,0.102,1509.5,269.2,35.9,Permanent,0,4.1265,1437.5,72.0,54.61,0.0583,0.718,128.82,9.63,100.0,0
3.451,2.16,0.513,0.0711,0.0479,15.3,1143,0.23,1582.3,84.7,75.8,Permanent,0,4.1951,1436.1,146.2,335.11,0.03527,0.353,574.01,2.61,38.06,1
3.509,1.939,0.301,0.0273,0.0469,4.2,774,0.112,1511.9,260.3,15.8,Permanent,0,4.1644,1436.2,75.6,75.05,0.04306,0.53,24.84,40.0,98.94,0
3.583,2.659,0.376,0.0185,0.0532,4.2,867,0.156,1518.7,183.9,54.4,Permanent,0,4.4758,1428.4,90.3,131.18,0.0489,0.535,296.38,4.5,97.7,0
3.701,2.135,0.445,0.0441,0.0702,2.7,828,0.149,1523.3,156.1,60.0,Sand,1,4.4277,1429.3,94.0,114.24,0.06645,0.824,539.34,2.53,98.73,0
3.222,2.596,0.598,0.0534,0.0595,17.0,357,0.212,1480.9,80.0,19.0,Permanent,0,4.1046,1439.0,41.9,30.17,0.04238,0.459,36.18,38.72,84.99,0
3.352,2.562,0.473,0.0222,0.056,6.5,729,0.083,1545.9,262.2,53.6,Permanent,0,4.2139,1435.6,110.2,49.58,0.04918,0.567,287.72,4.46,100.0,0
3.388,2.566,0.431,0.011,0.067,6.0,744,0.121,1527.8,237.5,59.0,Permanent,0,4.2467,1434.6,93.2,74.56,0.05945,0.728,348.66,3.7,100.0,0
3.393,2.379,0.466,0.0223,0.0565,6.1,806,0.145,1512.1,151.8,55.8,Permanent,0,4.1932,1436.0,76.1,105.29,0.05001,0.57,311.69,4.36,98.39,0
3.444,1.907,0.373,0.0187,0.0392,5.4,523,0.082,1517.1,200.2,12.1,Permanent,0,4.0855,1438.3,78.8,25.09,0.03516,0.514,14.63,40.0,89.98,0
3.326,2.378,0.383,0.0497,0.0432,4.1,890,0.142,1501.7,247.1,27.0,Permanent,0,4.1348,1437.9,63.8,126.07,0.03982,0.596,73.02,17.18,96.36,0
3.62,2.173,0.502,0.0418,0.0748,5.4,523,0.169,1542.1,287.4,29.7,Permanent,0,4.3587,1431.2,110.9,51.6,0.06709,0.841,88.02,14.25,100.0,0
4.192,2.773,0.666,0.0869,0.0379,7.5,1174,0.196,1519.3,77.7,58.3,Sand,1,5.1456,1410.4,108.9,301.22,0.03263,0.466,509.75,2.83,44.19,1
3.304,2.536,0.266,0.017,0.0567,4.2,616,0.162,1514.4,299.1,12.8,Permanent,0,4.1553,1437.2,77.2,68.76,0.05216,0.623,16.41,40.0,100.0,0
3.652,2.398,0.344,0.0347,0.0733,7.1,795,0.113,1513.9,281.9,30.3,Permanent,0,4.4633,1428.5,85.4,80.12,0.06354,0.717,92.01,13.39,100.0,0
3.748,1.609,0.263,0.0937,0.0217,11.2,1385,0.214,1582.3,50.7,19.5,Permanent,0,4.3156,1432.2,150.1,459.48,0.01736,0.294,37.87,40.0,0.0,1
3.708,2.692,0.272,0.0242,0.0725,2.7,529,0.124,1529.9,170.4,46.8,Permanent,0,4.613,1424.7,105.3,38.83,0.06872,0.923,218.97,6.21,100.0,0
3.174,1.911,0.648,0.0616,0.058,16.4,583,0.217,1520.0,110.8,23.8,Sand,1,3.832,1445.8,74.2,82.3,0.04176,0.493,85.17,16.55,90.8,0
3.56,2.365,0.333,0.0368,0.0712,6.1,584,0.156,1524.7,252.9,47.4,Die,2,4.3612,1431.4,93.3,59.54,0.06303,0.756,180.03,7.06,100.0,0
3.38,1.951,0.323,0.0215,0.045,3.7,687,0.145,1522.4,150.2,15.3,Sand,1,4.0376,1439.7,82.6,76.38,0.04173,0.57,35.07,39.12,96.45,0
3.059,1.975,0.372,0.0223,0.0516,12.6,448,0.203,1440.2,150.9,23.0,Sand,1,3.7247,1448.5,-8.4,45.72,0.04008,0.452,79.18,16.28,68.37,0
3.544,2.34,0.348,0.0324,0.0479,2.2,893,0.102,1513.7,201.5,48.8,Sand,1,4.3347,1432.1,81.6,91.31,0.04579,0.601,356.78,3.68,98.87,0
3.745,2.632,0.288,0.0151,0.0651,2.2,817,0.16,1554.3,263.6,13.5,Die,2,4.6269,1424.1,130.2,119.39,0.06226,0.745,14.59,40.0,92.33,0
3.389,2.556,0.27,0.0253,0.0465,6.9,686,0.118,1512.0,192.3,40.2,Sand,1,4.2496,1434.7,77.3,62.08,0.04056,0.583,242.85,5.43,100.0,0
3.696,2.534,0.497,0.0416,0.0713,4.2,864,0.157,1533.1,164.4,43.5,Permanent,0,4.555,1426.2,106.9,130.92,0.06556,0.812,189.09,7.24,95.32,0
3.452,2.653,0.259,0.0436,0.0394,4.5,798,0.114,1553.6,173.7,20.4,Die,2,4.3507,1432.1,121.5,80.91,0.03601,0.557,33.26,40.0,100.0,0
3.411,2.546,0.329,0.0185,0.0414,5.0,511,0.115,1525.7,163.1,21.0,Permanent,0,4.2659,1434.1,91.6,33.67,0.03742,0.52,44.2,30.83,100.0,0
3.415,2.097,0.324,0.046,0.0395,4.7,773,0.118,1528.1,218.9,10.1,Die,2,4.1295,1437.6,90.5,78.93,0.03596,0.463,8.15,40.0,100.0,0
3.664,2.392,0.473,0.0108,0.044,2.9,744,0.13,1511.7,252.3,12.2,Permanent,0,4.4655,1428.3,83.5,80.73,0.04156,0.6,14.97,40.0,97.02,0
3.561,1.948,0.525,0.0207,0.0632,4.5,624,0.13,1554.7,195.6,16.7,Sand,1,4.2174,1434.7,120.0,56.6,0.05776,0.667,41.76,32.55,100.0,0
4.098,2.287,0.326,0.0606,0.0304,6.7,1349,0.165,1507.9,118.8,48.2,Permanent,0,4.8801,1417.0,90.9,336.31,0.02658,0.391,231.95,5.99,40.95,1
3.333,1.965,0.354,0.0338,0.0701,3.8,654,0.13,1524.6,293.6,24.1,Sand,1,3.999,1441.0,83.6,62.1,0.06507,0.804,87.35,14.09,99.3,0
3.368,2.045,0.437,0.0458,0.0398,4.0,873,0.162,1533.6,189.9,46.3,Die,2,4.0653,1439.3,94.2,137.76,0.03678,0.646,171.48,7.84,92.23,0
3.374,2.37,0.496,0.0245,0.0675,5.0,810,0.106,1540.6,252.9,35.1,Permanent,0,4.1726,1436.6,104.0,77.69,0.06107,0.724,122.95,10.47,100.0,0
3.4,2.569,0.298,0.0437,0.0657,2.9,895,0.17,1522.9,262.7,37.6,Permanent,0,4.2705,1434.3,88.7,152.62,0.06201,0.776,141.06,8.93,94.08,0
3.272,1.611,0.48,0.0377,0.0276,17.4,1353,0.096,1548.3,58.5,57.3,Sand,1,3.8213,1445.5,102.8,195.74,0.01951,0.168,492.06,3.03,49.9,1
3.379,1.601,0.509,0.0798,0.0251,5.7,1519,0.05,1511.2,111.6,42.5,Permanent,0,3.9389,1442.6,68.7,130.16,0.02245,0.376,180.56,7.75,75.88,0
3.527,2.502,0.469,0.0499,0.0744,7.9,819,0.114,1505.6,162.9,37.9,Sand,1,4.3781,1431.2,74.4,85.47,0.06355,0.701,215.36,6.23,100.0,0
3.705,2.617,0.322,0.0473,0.0554,7.3,556,0.133,1529.9,217.9,55.9,Die,2,4.5932,1425.3,104.6,45.95,0.04788,0.486,250.32,5.24,100.0,0
3.74,2.092,0.321,0.0176,0.0721,6.6,514,0.101,1530.7,197.2,45.2,Sand,1,4.4437,1428.5,102.1,29.74,0.06322,0.681,306.65,4.35,99.61,0
3.917,2.645,0.335,0.0872,0.0236,12.1,228,0.189,1458.6,93.8,69.0,Permanent,0,4.8281,1419.2,39.4,11.02,0.01851,0.305,475.89,2.87,64.68,0
3.458,2.082,0.288,0.0256,0.062,4.7,861,0.12,1557.5,261.6,45.1,Sand,1,4.1602,1436.5,121.0,99.45,0.05641,0.763,305.53,4.24,100.0,0
3.751,2.015,0.501,0.042,0.0401,2.0,505,0.158,1524.3,255.4,33.8,Sand,1,4.4369,1428.8,95.4,45.04,0.03853,0.609,171.85,7.38,100.0,0
3.511,2.136,0.721,0.0659,0.0483,7.8,337,0.125,1516.8,77.4,86.3,Permanent,0,4.2449,1434.6,82.2,15.93,0.04129,0.5,744.58,1.93,91.68,0
3.515,2.455,0.466,0.025,0.0689,2.3,610,0.172,1540.8,203.0,11.7,Die,2,4.3414,1431.9,108.9,71.76,0.06584,0.758,10.95,40.0,98.67,0
3.358,2.346,0.326,0.0211,0.06,5.4,885,0.094,1510.1,248.5,55.8,Permanent,0,4.1468,1437.2,72.9,81.87,0.0539,0.656,311.23,4.05,100.0,0
3.576,2.559,0.449,0.0362,0.0661,6.9,728,0.127,1510.6,247.1,37.3,Permanent,0,4.4409,1429.4,81.2,75.26,0.05758,0.664,139.16,9.08,100.0,0
3.671,2.26,0.529,0.0717,0.0518,7.3,334,0.08,1475.5,140.7,74.0,Permanent,0,4.4479,1429.1,46.3,10.01,0.04477,0.532,546.98,2.44,87.94,0
3.37,2.398,0.327,0.0383,0.0746,8.0,631,0.161,1517.8,219.4,52.2,Permanent,0,4.1817,1436.5,81.3,71.79,0.06358,0.735,272.74,4.76,100.0,0
3.741,2.103,0.378,0.0455,0.0496,2.7,843,0.121,1529.7,204.4,41.3,Die,2,4.4569,1428.4,101.2,96.44,0.04691,0.596,136.58,9.7,100.0,0
3.944,1.476,0.791,0.0321,0.0208,5.5,387,0.194,1597.8,83.5,7.6,Sand,1,4.4464,1427.8,170.0,32.61,0.01863,0.354,8.58,40.0,63.5,0
3.419,1.619,0.153,0.0613,0.0231,11.3,252,0.082,1554.2,127.8,12.5,Permanent,0,3.9789,1441.3,112.9,5.8,0.01845,0.278,15.53,40.0,69.26,0
3.506,2.843,0.755,0.0658,0.0485,14.0,1336,0.09,1549.9,133.0,34.7,Die,2,4.4754,1429.1,120.8,178.73,0.03665,0.486,96.16,14.73,87.96,0
3.311,2.06,0.321,0.0332,0.044,6.4,823,0.138,1523.6,244.3,33.8,Permanent,0,4.0091,1440.8,82.8,104.06,0.03871,0.564,114.52,11.17,100.0,0
3.918,2.858,0.756,0.0517,0.0498,7.0,372,0.23,1491.1,64.2,68.4,Die,2,4.8877,1417.4,73.6,35.59,0.04328,0.574,373.75,3.82,90.44,0
3.753,3.183,0.786,0.0597,0.0371,11.6,1391,0.249,1497.0,59.8,44.3,Sand,1,4.8344,1419.4,77.5,537.69,0.0294,0.407,294.42,4.88,0.06,1
4.136,2.775,0.364,0.0487,0.0475,11.7,1104,0.245,1516.9,99.6,68.0,Permanent,0,5.0773,1412.0,104.9,334.35,0.03759,0.45,462.84,3.06,38.53,1
3.447,2.616,0.506,0.0271,0.0416,6.4,816,0.139,1510.1,193.7,54.2,Sand,1,4.3284,1432.5,77.5,103.15,0.03658,0.522,440.23,2.99,98.04,0
3.427,2.422,0.375,0.0372,0.0488,2.6,600,0.14,1501.9,297.3,49.4,Permanent,0,4.2469,1434.7,67.2,56.25,0.04636,0.639,243.98,4.94,100.0,0
3.739,2.352,0.291,0.0452,0.0633,7.4,812,0.099,1555.3,238.6,39.1,Die,2,4.5382,1426.5,128.8,72.73,0.05462,0.689,122.02,10.79,99.56,0
3.753,2.517,0.26,0.0321,0.0542,5.9,745,0.131,1537.3,278.5,33.8,Sand,1,4.6028,1424.8,112.5,81.33,0.04821,0.618,171.26,7.35,100.0,0
3.434,2.09,0.506,0.014,0.0726,5.6,520,0.084,1530.0,271.2,11.2,Permanent,0,4.1355,1437.1,92.8,25.35,0.06494,0.732,12.6,40.0,94.28,0
3.713,2.182,0.399,0.0282,0.049,3.5,672,0.169,1511.6,255.3,39.0,Permanent,0,4.4497,1428.6,83.0,85.14,0.04574,0.668,152.35,8.25,100.0,0
3.297,3.064,0.577,0.0718,0.0531,10.2,530,0.086,1524.8,110.8,72.8,Permanent,0,4.3426,1433.2,91.6,27.14,0.04331,0.501,530.47,2.67,96.27,0
